127.0.0.1 - - [20/Dec/2023:11:32:38 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:37:29 +0530] "GET /Job-Portal/view_jobs.jsp HTTP/1.1" 200 8575
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:40:49 +0530] "GET /Job-Portal/edit_job.jsp?id=11 HTTP/1.1" 200 6197
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:41:04 +0530] "POST /Job-Portal/update HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:41:04 +0530] "GET /Job-Portal/view_jobs.jsp HTTP/1.1" 200 8676
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:41:17 +0530] "GET /Job-Portal/delete?id=6 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:41:17 +0530] "GET /Job-Portal/view_jobs.jsp HTTP/1.1" 200 7465
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:41:22 +0530] "GET /Job-Portal/index.jsp HTTP/1.1" 200 4199
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:41:26 +0530] "GET /Job-Portal/admin.jsp HTTP/1.1" 200 4090
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:42:44 +0530] "GET /Job-Portal/admin.jsp HTTP/1.1" 200 4090
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:42:44 +0530] "GET /Job-Portal/index.jsp HTTP/1.1" 200 4199
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:42:57 +0530] "GET /Job-Portal/ HTTP/1.1" 200 3938
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:42:58 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:42:59 +0530] "GET /Job-Portal/login.jsp HTTP/1.1" 200 7310
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:43:06 +0530] "POST /Job-Portal/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:43:06 +0530] "GET /Job-Portal/admin.jsp HTTP/1.1" 200 4090
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:43:09 +0530] "GET /Job-Portal/index.jsp HTTP/1.1" 200 4199
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:43:17 +0530] "GET /Job-Portal/index.jsp HTTP/1.1" 200 4207
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:43:19 +0530] "GET /Job-Portal/admin.jsp HTTP/1.1" 200 4098
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:43:24 +0530] "GET /Job-Portal/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:43:24 +0530] "GET /Job-Portal/login.jsp HTTP/1.1" 200 7403
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:43:29 +0530] "POST /Job-Portal/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:43:29 +0530] "GET /Job-Portal/home.jsp HTTP/1.1" 200 7504
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:43:35 +0530] "GET /Job-Portal/more_view.jsp?loc=lo&cat=ca HTTP/1.1" 200 3847
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:43:38 +0530] "GET /Job-Portal/more_view.jsp?loc=Chennai&cat=ca HTTP/1.1" 200 3847
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:43:42 +0530] "GET /Job-Portal/more_view.jsp?loc=Banglore&cat=ca HTTP/1.1" 200 5609
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:44:08 +0530] "GET /Job-Portal/edit_profile.jsp HTTP/1.1" 200 5184
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:44:10 +0530] "GET /Job-Portal/index.jsp HTTP/1.1" 200 4019
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:44:13 +0530] "GET /Job-Portal/index.jsp HTTP/1.1" 200 4019
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:44:23 +0530] "GET /Job-Portal/one_view.jsp?id=11 HTTP/1.1" 200 4523
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:44:32 +0530] "GET /Job-Portal/more_view.jsp?loc=Chennai&cat=ca HTTP/1.1" 200 3847
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:44:37 +0530] "GET /Job-Portal/more_view.jsp?loc=Banglore&cat=ca HTTP/1.1" 200 5609
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:44:45 +0530] "GET /Job-Portal/one_view.jsp?id=10 HTTP/1.1" 200 4498
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:45:08 +0530] "GET /Job-Portal/index.jsp HTTP/1.1" 200 4019
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:45:09 +0530] "GET /Job-Portal/index.jsp HTTP/1.1" 200 4019
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:45:10 +0530] "GET /Job-Portal/index.jsp HTTP/1.1" 200 4019
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:45:12 +0530] "GET /Job-Portal/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Dec/2023:11:45:12 +0530] "GET /Job-Portal/login.jsp HTTP/1.1" 200 7403
